text,rating,sentiment,text_clean,sentiment_encoded
Barang berkualitas mantap jaya,5,Positif,barang berkualitas mantap jaya,2
Barang sudah diterima.... Terima kasih.......,5,Positif,barang diterima terima kasih,2
pengiriman cepat...barangnya keren...sesuai yang diharapkan...thx ya,5,Positif,pengiriman cepatbarangnya kerensesuai diharapkanthx ya,2
Bagus sih tapi kurirnya salah harusnya JNE YES MALAH JNE EXPRESS,3,Netral,bagus sih kurirnya salah jne yes jne express,1
barang sudh diterima dg kondisi baik,5,Positif,barang sudh diterima dg kondisi,2
Barang sdh diterima.ok barangnya,4,Positif,barang sdh diterimaok barangnya,2
"pengiriman cepat, kemasan oke,  brg ada cacat sedikit",4,Positif,pengiriman cepat kemasan oke brg cacat,2
Pesanan sudah diterima di Mess saya walaupun belum sampai ke tangan saya,5,Positif,pesanan diterima mess tangan,2
"maaf baru sempat menulis disini, barang pesanan sudah diterima dengan baik tanpa cacat sedikitpun. saya sanyat puas membeli barang secara online tanpa buang waktu yang banyak. terima kasih tokopedia dan warung olehraga",3,Netral,maaf menulis barang pesanan diterima cacat sedikitpun sanyat puas membeli barang online buang terima kasih tokopedia warung olehraga,1
"mantab bat pingpongnya, boss...

ringan banget...

trims atas kerjasamanya...",4,Positif,mantab bat pingpongnya boss ringan banget trims kerjasamanya,2
sdh dterima dg baik trm ksh...........,5,Positif,sdh dterima dg trm ksh,2
"Barang sesuai deskripsi pengiriman tidak sampai sehari sampai untuk surabaya area, semoga lancar lapaknya",5,Positif,barang sesuai deskripsi pengiriman sehari surabaya area semoga lancar lapaknya,2
"Barang sesuai deskripsi,seller ramah dan pengiriman juga kilat.Terimakasih!",4,Positif,barang sesuai deskripsiseller ramah pengiriman kilatterimakasih,2
Thanks ... barang sudah sy terima.. mantap.. sesuai yg diinginkn.. proses cepat... makasih... sukses selalu..,5,Positif,thanks barang sy terima mantap sesuai yg diinginkn proses cepat makasih sukses,2
"Barang bagus memuaskan , , , , ,",5,Positif,barang bagus memuaskan,2
mkasihhhhhhhhhhhhhhhhhh...100%.,4,Positif,mkasihhhhhhhhhhhhhhhhhh,2
terima kasih barang sudah di terima... sesuai diskripsi,4,Positif,terima kasih barang terima sesuai diskripsi,2
"barang sdh sy terima dgn kondisi baik,no cacat..cuma kendala di pengiriman aja yg lambat..thanks Warung Olahraga..",5,Positif,barang sdh sy terima dgn kondisi baikno cacatcuma kendala pengiriman aja yg lambatthanks warung olahraga,2
di sela-sela kayu ada yg retak,3,Netral,selasela kayu yg retak,1
Barang diterima dalam kondisi baik. Namun pengiriman masih relatif agak lama. Mohon ditingkatkan lagi untuk proses pengiriman barang. Tks,4,Positif,barang diterima kondisi pengiriman relatif mohon ditingkatkan proses pengiriman barang tks,2
bat donic jg sdh mendarat boss. tq,5,Positif,bat donic jg sdh mendarat boss tq,2
terimakasih barang sudah di terima dengan baik.,5,Positif,terimakasih barang terima,2
belum dicoba...visual sihh ok...nanti saya revisi kalo sudah dicoba,5,Positif,dicobavisual sihh oknanti revisi kalo dicoba,2
"fast reapon, seller ramah, harga bagus, sukses ya bos",5,Positif,fast reapon seller ramah harga bagus sukses ya bos,2
"Barang diterima sesuai pesanan, tepat waktu, teeima kasih",5,Positif,barang diterima sesuai pesanan teeima kasih,2
mantap.  respon cepat dan sesuai gambar,5,Positif,mantap respon cepat sesuai gambar,2
cepat datangnya dan sesuai gambar,4,Positif,cepat datangnya sesuai gambar,2
"Paket sudah mendarat bos, terima kasih",5,Positif,paket mendarat bos terima kasih,2
brg sdh diterima dan sesuai terima kasih.....,5,Positif,brg sdh diterima sesuai terima kasih,2
good product .  good packing. thx u,5,Positif,good product good packing thx u,2
"barang sdh diterima, cuma belum di cek dan dicoba. tks",4,Positif,barang sdh diterima cek dicoba tks,2
Barang mantap.. packing rapi aman... trima kasih.,5,Positif,barang mantap packing rapi aman trima kasih,2
barang sudah diterima dengan baik.. terimakasih :),5,Positif,barang diterima terimakasih,2
Mksih boz. Nanti ane psen lgi de... ..,4,Positif,mksih boz ane psen lgi de,2
biarkan bintang yang berbicara...................,5,Positif,biarkan bintang berbicara,2
................tq...................,4,Positif,tq,2
Barangnya baguuus punyaaaa maaaaaaa,5,Positif,barangnya baguuus punyaaaa maaaaaaa,2
fast respons recomended seller,4,Positif,fast respons recomended seller,2
Bagus dan cepat sampaiiiii,5,Positif,bagus cepat sampaiiiii,2
Tangan agak susah dimasukin tp barangnya bagus,4,Positif,tangan susah dimasukin tp barangnya bagus,2
"Barang bagus , Pengiriman Cepat . Thanks",5,Positif,barang bagus pengiriman cepat thanks,2
Empuk. Bahannya jg nyaman digunakan. Semoga awet dan jd menyalurkan hobi positif buat tubuh. Hehe. Puas..,5,Positif,empuk bahannya jg nyaman semoga awet jd menyalurkan hobi positif tubuh hehe puas,2
bgs.......................................................................,5,Positif,bgs,2
"kualitas bagus, sesuai harga dan deskripsi",4,Positif,kualitas bagus sesuai harga deskripsi,2
"barang sudah sampai, packing rapih, sesuai seperti di gambar",5,Positif,barang packing rapih sesuai gambar,2
"Kualitas nya bagus. Baik untuk buat pemula, ngga sakit . Seller sangan responsif. Dan enak buat di ajak konsultasi . Cuman pengiriman agak lama. Rabu pesan langsung bayar , kamis tanggal merah, jumat masi belom di kirim. Sabtu siang baru terima resi dari tokopedia. Minggu libur, senin ga ada kabar. Selasa sore akhirnya nyampe ..",5,Positif,kualitas nya bagus pemula ngga sakit seller sangan responsif enak ajak konsultasi cuman pengiriman rabu pesan langsung bayar kamis tanggal merah jumat masi belom kirim sabtu siang terima resi tokopedia minggu libur senin ga kabar selasa sore nyampe,2
Thanks gan barangnya dah sampai,4,Positif,thanks gan barangnya dah,2
Good... siap di test saat latihan...,5,Positif,good test latihan,2
mantaap pak bos.. senang berbisnis ama si boss hehehehe,4,Positif,mantaap bos senang berbisnis ama si boss hehehehe,2
sudah sampai. barang ok. terimakasih,5,Positif,barang ok terimakasih,2
Barang dah nyampek dan sesuai dengan gambar,4,Positif,barang dah nyampek sesuai gambar,2
Bagus semuanya.  Produknya. Servicenya.  Sukses selalu ya..,5,Positif,bagus produknya servicenya sukses ya,2
thanks gan barangnya kerennn ......,5,Positif,thanks gan barangnya kerennn,2
Baik sesuai dengan deskripsi :),5,Positif,sesuai deskripsi,2
cepat Proses nya.. Barang Bagus.. Puasss... puasss Gan... Sukses trs...,5,Positif,cepat proses nya barang bagus puasss puasss gan sukses trs,2
Barang sudah sampai di tujuan dengan selamat. Terimakasih,5,Positif,barang tujuan selamat terimakasih,2
Produk Sesuai dengan gambarrrr,5,Positif,produk sesuai gambarrrr,2
Terima kasih psnnya sdh sampai psnan sesuai n cepat n rapi sukses selalu,5,Positif,terima kasih psnnya sdh psnan sesuai n cepat n rapi sukses,2
packing n kwalitas barang👌 sesuai deskripsi. Delivery lumayan cpt. TQ seller  👍,5,Positif,packing n kwalitas barang👌 sesuai deskripsi delivery lumayan cpt tq seller 👍,2
"Barang mantap...
Sayang sisa warna hitam...
Sangat recomend nih brg utk punching pad dngn harga trjangkau...
Thx gan",5,Positif,barang mantap sayang sisa warna hitam recomend nih brg utk punching pad dngn harga trjangkau thx gan,2
"Pengiriman seller cepat. Packing baik. Pakai JNE YES rasa reguler. Mgkn lbh baik pake tetangga sebelah.
Produk lumayan utk harga segini. Beberapa tmpt jahitan krng rapi. Semoga awet. Terimakasih",5,Positif,pengiriman seller cepat packing pakai jne yes reguler mgkn lbh pake tetangga sebelah produk lumayan utk harga segini tmpt jahitan krng rapi semoga awet terimakasih,2
Kualitas barang bagus recomended,5,Positif,kualitas barang bagus recomended,2
Barang bagus dan packing bagus,4,Positif,barang bagus packing bagus,2
Thank you gan.................,5,Positif,thank you gan,2
Barang sesuai dengan yg di foto,4,Positif,barang sesuai yg foto,2
"Terimaksih gan, barang sdh mendarat utuh",5,Positif,terimaksih gan barang sdh mendarat utuh,2
Barang bagus sesuai gambar.. 🖒🖒🖒🖒🖒,5,Positif,barang bagus sesuai gambar 🖒🖒🖒🖒🖒,2
"pelayanan bagus, barang bagus. thank you",5,Positif,pelayanan bagus barang bagus thank you,2
Thanks gan barang udah nyampe dan sesuai deskripsi...,4,Positif,thanks gan barang udah nyampe sesuai deskripsi,2
"Barang sesuai, pengiriman cepat, top seller, sukses terus gan.",4,Positif,barang sesuai pengiriman cepat top seller sukses gan,2
Barang bagus.....kiriman cepat ............ gooooooddd.....,5,Positif,barang baguskiriman cepat gooooooddd,2
Mantabz Focus mitt nya mo pesan lagi...,5,Positif,mantabz focus mitt nya mo pesan,2
"Barang bagus, sesuai ekspektasi thanks",5,Positif,barang bagus sesuai ekspektasi thanks,2
Barang bagus pengiriman pake gojek 30 menit sampe,5,Positif,barang bagus pengiriman pake gojek menit sampe,2
Trimaksih barang sesuai pesanan,4,Positif,trimaksih barang sesuai pesanan,2
bagus sesuai foto........,5,Positif,bagus sesuai foto,2
semoga sukses selalu ya,3,Netral,semoga sukses ya,1
terima kasih barangnya bagus..sesuai dengan harga,5,Positif,terima kasih barangnya bagussesuai harga,2
terimakasih...  packing rapi.... moga awet,4,Positif,terimakasih packing rapi moga awet,2
barang sudah di terima thank you,4,Positif,barang terima thank you,2
packing ny rapi. barang ny bagus. ntapp,5,Positif,packing ny rapi barang ny bagus ntapp,2
"Lumayan bagus barangx, sy pesanx yg merah tp trnyata yg biru jg bagus.",4,Positif,lumayan bagus barangx sy pesanx yg merah tp trnyata yg biru jg bagus,2
"Brg udh nyampe gan, packing nya rapi bgt, good.. brg nya ckup mmuaskn, tinggal d coba.. Oia ni bneran d kirm dr surabaya? Pke yes cpt bgt 2 hr ke Cnjr Jwa Brt, pkonya thanx ya..",4,Positif,brg udh nyampe gan packing nya rapi bgt good brg nya ckup mmuaskn tinggal d coba oia ni bneran d kirm dr surabaya pke yes cpt bgt hr cnjr jwa brt pkonya thanx ya,2
bagus sekali dan harga murah utk sepasang. semoga bisa awet..,5,Positif,bagus harga murah utk sepasang semoga awet,2
bagus. next akan pesan lagi........,4,Positif,bagus next pesan,2
paket udh dtrima... mudah2an awet dan dpat trus berlangganan,4,Positif,paket udh dtrima mudahan awet dpat trus berlangganan,2
sipppppppppppppppmantaapppppppp,5,Positif,sipppppppppppppppmantaapppppppp,2
Barang bagus n kece... thx ya... yg mau beli kmg usah ragu.....#petjah,5,Positif,barang bagus n kece thx ya yg beli kmg ragupetjah,2
pengiriman cepat. fast respon.......,5,Positif,pengiriman cepat fast respon,2
barang bagus sesuai dengan expektasi.. recommended seller..,4,Positif,barang bagus sesuai expektasi recommended seller,2
Fast Respon. Recomended seller.,5,Positif,fast respon recomended seller,2
"fast respon,barang sama kayak di gambar.",4,Positif,fast responbarang kayak gambar,2
barang sudah sampai..tks sesuai sama d foto,5,Positif,barang sampaitks sesuai d foto,2
"barang bagus, sesuai harga, pengiriman cepat",4,Positif,barang bagus sesuai harga pengiriman cepat,2
"mantabb, fast response..........................................",5,Positif,mantabb fast response,2
"barang sudah sampai...
thanks gan.....................",4,Positif,barang thanks gan,2
okee................................,4,Positif,okee,2
Mantap gan . . . . respon cepat . . . . . . .,5,Positif,mantap gan respon cepat,2
barang sudah sampai...dengan baik..............thank you,5,Positif,barang sampaidengan baikthank you,2
Terima Kasih Kualitas barang sesuai dengan gambar,4,Positif,terima kasih kualitas barang sesuai gambar,2
"excellent smuanya, kualitas dan responses cepat. thanks",5,Positif,excellent smuanya kualitas responses cepat thanks,2
Pesanan ke 2.. Sama seperti yg pertama.. TOP.. Recomended seller..,5,Positif,pesanan yg top recomended seller,2
Bahan nya bagus.. Sesuai gambar.. Untuk harga segini saya kira nice..,5,Positif,bahan nya bagus sesuai gambar harga segini nice,2
"Bagus gan, sesuai foto barangnya . Makasih gan",5,Positif,bagus gan sesuai foto barangnya makasih gan,2
Barang sudah sampai dengan selamat. Thx. .  pelayanan benar2 baik,4,Positif,barang selamat thx pelayanan,2
bagusss lahhh sesuai dengan harga,5,Positif,bagusss lahhh sesuai harga,2
harga sesuai kualitas lah ya... cincai... makasi,4,Positif,harga sesuai kualitas ya cincai makasi,2
"barang sdh saya terima gan, kualitas oke, pelayanan mantap...mksh..",5,Positif,barang sdh terima gan kualitas oke pelayanan mantapmksh,2
"pesanan sdh sampai, terima kasiih",4,Positif,pesanan sdh terima kasiih,2
Barang sampai dengan cepat..  Baguus,4,Positif,barang cepat baguus,2
barang oke cman proses pengiriman nya lambat tapi brangnya bagus,5,Positif,barang oke cman proses pengiriman nya lambat brangnya bagus,2
"brg sesuai pesanan, berfungsi baik. thk",4,Positif,brg sesuai pesanan berfungsi thk,2
Received very well and arrival more fast than expected. Thanks,5,Positif,received very well and arrival more fast than expected thanks,2
"barang udah sampe mas bro, ok barangnya. txu",4,Positif,barang udah sampe mas bro ok barangnya txu,2
"Barangnya ok dan bagus,packing ok.",3,Netral,barangnya ok baguspacking ok,1
Bagi yg belinya mau cepat jgn di toko ini deh masa aku minta kirim k surabaya sampenya 4 hari padahal aku kirm dr jakarta alamat yg sama lebih vepat nyampeknya,1,Negatif,yg belinya cepat jgn toko deh kirim k surabaya sampenya kirm dr jakarta alamat yg vepat nyampeknya,0
barang sudah sampai...kualitas bagus,5,Positif,barang sampaikualitas bagus,2
Barang baik..  Semoga awet...  Anak2 suka,5,Positif,barang semoga awet anak suka,2
Barang udah datang.. mantap dan semoga sukses selalu,5,Positif,barang udah mantap semoga sukses,2
barang sudah sampai kemarin..kualitas lumayan dengan harga segitu,3,Netral,barang kemarinkualitas lumayan harga segitu,1
ok bos brg sudah diterima tepat waktu,4,Positif,ok bos brg diterima,2
barang diterima dengan cepat.terimakasi,5,Positif,barang diterima cepatterimakasi,2
manthap gaaaaaaaaaaaaaaaaaaaaaan,5,Positif,manthap gaaaaaaaaaaaaaaaaaaaaaan,2
"Sesuai pesanan, barang cepat sampai, respon penjual baik",5,Positif,sesuai pesanan barang cepat respon penjual,2
"Gòod product, harga sesuai",5,Positif,gòod product harga sesuai,2
Lumayan semoga awet dipakai,4,Positif,lumayan semoga awet dipakai,2
Mantaps barang sesuai gambar harga bersaing,5,Positif,mantaps barang sesuai gambar harga bersaing,2
Barang baguuus..  Sesuai harapan..  Semoga awet,5,Positif,barang baguuus sesuai harapan semoga awet,2
Barang sdh diterima.... semoga awet tengkyu,5,Positif,barang sdh diterima semoga awet tengkyu,2
Barangnya bagus sesuai dengan gambarnya,4,Positif,barangnya bagus sesuai gambarnya,2
"pengiriman agak lama, tapi barang bagus.",5,Positif,pengiriman barang bagus,2
bahannya tebal jadi tidak mudah rusak. semoga awet,5,Positif,bahannya tebal mudah rusak semoga awet,2
"barang bagus berkualitas yah pas lahk dengan harga barang its oke sampenya juga cepat cuma 3 hari.... 

dah itu saja ulasan dari saya terima kasih",5,Positif,barang bagus berkualitas yah pas lahk harga barang its oke sampenya cepat dah ulasan terima kasih,2
murah dan cepat pengiriman nya 3 hari dari surabaya ke Jakarta,5,Positif,murah cepat pengiriman nya surabaya jakarta,2
Sip banget barang sudah diterima.,5,Positif,sip banget barang diterima,2
"Barangx sesuai deskripsi, diterima dlm kondisi ok, cuma sayangx baru dipakai sehari sdh robek, kualitas sesuai harga.",2,Negatif,barangx sesuai deskripsi diterima dlm kondisi ok sayangx dipakai sehari sdh robek kualitas sesuai harga,0
"Cepat dikirim, barang sesuai deskripsi...",5,Positif,cepat dikirim barang sesuai deskripsi,2
cukup puas dengan pelayananya agan yg satu ini,3,Netral,puas pelayananya agan yg,1
okeee..........................,5,Positif,okeee,2
barang dah diterima sesuai pesanan...thanks............,5,Positif,barang dah diterima sesuai pesananthanks,2
"Baik, sesuai pemesanan, cepat, barang dalam kondisi baik",5,Positif,sesuai pemesanan cepat barang kondisi,2
Thanks ya gan barang dah sampe,5,Positif,thanks ya gan barang dah sampe,2
terima kasih barangnya sudah sampai dengan baik. salam,5,Positif,terima kasih barangnya salam,2
"cocok dengan gambar, pengiriman cepat",5,Positif,cocok gambar pengiriman cepat,2
"barang sampai sesuai dengan informasi dan gambar produk, kualitas oke. terimakasih",4,Positif,barang sesuai informasi gambar produk kualitas oke terimakasih,2
Mantap punya sudah pakai dan memuaskan,5,Positif,mantap pakai memuaskan,2
"Kualitas barangnya bagus, i like it",5,Positif,kualitas barangnya bagus i like it,2
mantap bgt. respon cepat dan akurat. sby-jakarta cm 2 hari. ini baru oke bgt. lebih bagus drpd toko yg dijakarta respon dan kecapatan tibanya barang ditujuan. thanks gan. sukses,5,Positif,mantap bgt respon cepat akurat sbyjakarta cm oke bgt bagus drpd toko yg dijakarta respon kecapatan tibanya barang ditujuan thanks gan sukses,2
